,ChainID,StoreID,ItemCode,PromotionID,PromotionDescription,PromotionStartDate,PromotionStartHour,PromotionEndDate,PromotionEndHour,MinQty,DiscountedPrice,DiscountedPricePerMida
0,72906,,7290001670255,,2ב10 כוסות שתיה חמה הנמל,2019/09/01,06:00:00,2020/05/30,23:59:00,2,10,0
1,72906,,6210661,,3ב10.90 באגט בונזור - מאפית,2019/10/27,06:00:00,2020/05/30,23:59:00,3,10.90,0
2,72906,,7290104857041,,4ב10 כוסות שתיה קרה,2019/10/27,06:00:00,2020/05/30,23:59:00,4,10,0
3,72906,,7290016277487,,3ב10 שיבולת שועל  350 גר,2019/10/27,06:00:00,2020/05/30,23:59:00,3,10,0.95
4,72906,,7290015253055,,2ב20 פחם 2קג,2019/10/27,06:00:00,2020/05/30,23:59:00,2,20,0.50
5,72906,,7290104855122,,2ב10 כוסות שתיה חמה פאלס,2019/12/01,06:00:00,2020/05/30,06:59:00,2,10,0.10
6,72906,,7290003107315,,4ב10 סולת דגן 1קג,2019/10/27,06:00:00,2020/05/30,23:00:00,4,10,10
7,72906,,7290016150117,,2ב10 סלק וואקום,2020/04/21,06:00:00,2020/05/30,23:00:00,2,10,0
8,72906,,7290101110057,,10ב10 קרחון פלדמן,2019/10/27,06:00:00,2020/05/30,23:59:00,10,10,0
9,72906,,7290016144000,,3ב25 קמח חיטה ניפלאות,2019/10/27,06:00:00,2020/05/30,23:59:00,3,25,0.83
10,72906,,7290016144031,,3ב18 קמח לבן ניפלאות מנופה,2019/10/27,06:00:00,2020/05/30,23:59:00,3,18,0.60
11,72906,,7290107647489,,2ב15 מנגום/פסק זמן/סולרו בודד,2019/10/27,06:00:00,2020/05/30,23:59:00,2,15,0
12,72906,,7290107649780,,2ב15 מנגום/פסק זמן/סולרו בודד,2019/10/27,06:00:00,2020/05/30,23:59:00,2,15,0
13,72906,,7290005854569,,3ב12 שלגון מצופה/מסטיקגם - שטראוס,2019/10/27,06:00:00,2020/05/30,23:59:00,3,12,0
14,72906,,7290013608550,,3ב14 נקטר פרימור 1 ליטר,2019/10/30,06:00:00,2020/05/30,23:59:00,3,14,0
15,72906,,7290013608635,,3ב14 נקטר פרימור 1 ליטר,2019/10/30,06:00:00,2020/05/30,23:59:00,3,14,0
16,72906,,7290013608642,,3ב14 נקטר פרימור 1 ליטר,2019/10/30,06:00:00,2020/05/30,23:59:00,3,14,0
17,72906,,7290013608673,,3ב14 נקטר פרימור 1 ליטר,2019/10/30,06:00:00,2020/05/30,23:59:00,3,14,0
18,72906,,7290002007890,,2ב10 כוסות שתיה קרה הנמל,2019/10/31,06:00:00,2020/05/30,23:00:00,2,10,0.05
19,72906,,15712,,39.90כתף עם עצם חלק טרי מעל 100,2020/02/27,06:00:00,2020/05/30,23:59:00,1,39.90,39.90
20,72906,,7290010676590,,2ב15.90ירקות קפואים 600-800 גר',2019/11/12,06:00:00,2020/05/30,23:59:00,2,15.90,0.99
21,72906,,7290010676637,,2ב15.90ירקות קפואים 600-800 גר',2019/11/12,06:00:00,2020/05/30,23:59:00,2,15.90,0.99
22,72906,,7290017616179,,2ב15.90ירקות קפואים 600-800 גר',2019/11/12,06:00:00,2020/05/30,23:59:00,2,15.90,0.99
23,72906,,7290002409021,,2ב22 מלוואח/ג'חנון ציפור השרון,2019/11/18,06:00:00,2020/05/30,23:00:00,2,22,22
24,72906,,7290002409076,,2ב22 מלוואח/ג'חנון ציפור השרון,2019/11/18,06:00:00,2020/05/30,23:00:00,2,22,1.38
25,72906,,7290008975551,,44.90מטרנה חלבית/מהדרין מעל 100 מוגבל 2,2019/12/29,06:00:00,2020/05/30,23:59:00,1,44.90,6.41
26,72906,,7290011447267,,44.90מטרנה חלבית/מהדרין מעל 100 מוגבל 2,2019/12/29,06:00:00,2020/05/30,23:59:00,1,44.90,6.41
27,72906,,7290011447281,,44.90מטרנה חלבית/מהדרין מעל 100 מוגבל 2,2019/12/29,06:00:00,2020/05/30,23:59:00,1,44.90,6.41
28,72906,,7290011447304,,44.90מטרנה חלבית/מהדרין מעל 100 מוגבל 2,2019/12/29,06:00:00,2020/05/30,23:59:00,1,44.90,6.41
29,72906,,7290011447359,,44.90מטרנה חלבית/מהדרין מעל 100 מוגבל 2,2019/12/29,06:00:00,2020/05/30,23:59:00,1,44.90,6.41
30,72906,,7290011447373,,44.90מטרנה חלבית/מהדרין מעל 100 מוגבל 2,2019/12/29,06:00:00,2020/05/30,23:59:00,1,44.90,6.41
31,72906,,365510,,79.90צלי כתף טרי חלק - מעל 100 מוגבל,2020/02/27,06:00:00,2020/05/30,23:59:00,1,79.90,0
32,72906,,5900535009705,,4ב12 בירה מולר/ואן פור בקבוק 500 מל,2020/03/08,06:00:00,2020/05/30,23:00:00,4,12,0.54
33,72906,,4079400330129,,"3ב15בירה וולטרס 4.9% פחית 500 מ""ל",2020/04/19,06:00:00,2020/05/30,23:59:00,3,15,0.94
34,72906,,4079400182742,,"24.90בירה פילסנר  4.9% 330מ""ל בקבוק שישייה",2020/04/19,06:00:00,2020/05/30,23:59:00,1,24.90,11.67
35,72906,,7290000909387,,"2ב18ניוקי תפו""א/ניוקי בטטה 1 קג' אבאל",2020/04/19,06:00:00,2020/05/30,23:59:00,2,18,0.90
36,72906,,7290900010664,,"2ב18ניוקי תפו""א/ניוקי בטטה 1 קג' אבאל",2020/04/19,06:00:00,2020/05/30,23:59:00,2,18,0.90
37,72906,,7290112120779,,3ב20עלי גפן 400 גר'/לבבות דקל שלמים 400 גר' אבאל,2020/04/19,06:00:00,2020/05/30,23:59:00,3,20,1.67
38,72906,,7290900011135,,3ב20עלי גפן 400 גר'/לבבות דקל שלמים 400 גר' אבאל,2020/04/19,06:00:00,2020/05/30,23:59:00,3,20,1.67
39,72906,,7290900010367,,2ב15טורטייה שמינייה 360 גר' אבאל,2020/04/19,06:00:00,2020/05/30,23:59:00,2,15,2.08
40,72906,,7290016150711,,2ב10נוזל קוקוס 400 גר' אבאל,2020/04/19,06:00:00,2020/05/30,23:59:00,2,10,1.25
41,72906,,8906064282371,,9.90עוגיות חמאה בפח 340 גר' אבאל,2020/04/19,06:00:00,2020/05/30,23:59:00,1,9.90,2.91
42,72906,,8906009801575,,3ב10גליליות וופל במילוי 100 גר' אבאל,2020/04/19,06:00:00,2020/05/30,23:59:00,3,10,10
43,72906,,8906009801599,,3ב10גליליות וופל במילוי 100 גר' אבאל,2020/04/19,06:00:00,2020/05/30,23:59:00,3,10,10
44,72906,,5410658902413,,9.90קפסולות קפה Fortisimo,2020/04/19,06:00:00,2020/05/30,23:59:00,1,9.90,0
45,72906,,5410658902444,,9.90קפסולות קפה Fortisimo,2020/04/19,06:00:00,2020/05/30,23:59:00,1,9.90,0
46,72906,,5201360797097,,2ב18עוגות ספוג אישיות מצופות שמינייה DAYS7,2020/04/19,06:00:00,2020/05/30,23:59:00,2,18,0
47,72906,,5201360797196,,2ב18עוגות ספוג אישיות מצופות שמינייה DAYS7,2020/04/19,06:00:00,2020/05/30,23:59:00,2,18,0
48,72906,,5201360724147,,2ב18רולדות אישיות מצופות שמינייה DAYS7,2020/04/19,06:00:00,2020/05/30,23:59:00,2,18,0
49,72906,,5201360724741,,2ב18רולדות אישיות מצופות שמינייה DAYS7,2020/04/19,06:00:00,2020/05/30,23:59:00,2,18,0
50,72906,,7290002304203,,19.90קונפיטורה ענבי ציון לייט 600 גר',2020/04/19,06:00:00,2020/05/30,23:59:00,1,19.90,3.32
51,72906,,7290002304609,,17.90קונפיטורה ענבי ציון 600 גר' (לא כולל לייט),2020/04/19,06:00:00,2020/05/30,23:59:00,1,17.90,2.56
52,72906,,7290002304623,,17.90קונפיטורה ענבי ציון 600 גר' (לא כולל לייט),2020/04/19,06:00:00,2020/05/30,23:59:00,1,17.90,2.98
53,72906,,7290002304661,,17.90קונפיטורה ענבי ציון 600 גר' (לא כולל לייט),2020/04/19,06:00:00,2020/05/30,23:59:00,1,17.90,2.98
54,72906,,7290013284051,,2ב15פריניר זיתים חרוזית מושחר/חרוזית ירוק/זיתים טריו,2020/04/19,06:00:00,2020/05/30,23:59:00,2,15,1.34
55,72906,,7290013284075,,2ב15פריניר זיתים חרוזית מושחר/חרוזית ירוק/זיתים טריו,2020/04/19,06:00:00,2020/05/30,23:59:00,2,15,1.34
56,72906,,7290013284082,,2ב15פריניר זיתים חרוזית מושחר/חרוזית ירוק/זיתים טריו,2020/04/19,06:00:00,2020/05/30,23:59:00,2,15,1.34
57,72906,,7290013284105,,2ב15פריניר זיתים חרוזית מושחר/חרוזית ירוק/זיתים טריו,2020/04/19,06:00:00,2020/05/30,23:59:00,2,15,1.34
58,72906,,7290013284112,,2ב15פריניר זיתים חרוזית מושחר/חרוזית ירוק/זיתים טריו,2020/04/19,06:00:00,2020/05/30,23:59:00,2,15,0
