,StoreId,Promotions Count,PromotionId,PromotionDescription,PromotionStartDate,PromotionStartHour,PromotionEndDate,PromotionEndHour,MinQty,DiscountedPrice,DiscountedPricePerMida
0,0610,40,124252,נייר טואלט לילי דיילי,2019-02-01,00:00:00,2020-05-30,23:59:00,1.00,24.90,24.90
1,0610,40,11008932,לבבות דקל שלמים 400 גרם  תומר,2020-05-04,00:00:00,2020-05-28,23:59:00,2.00,16.00,8.00
2,0610,40,11009878,ת.ארטישוק/פול/פולי סויה שדה בשקית,2020-05-04,00:00:00,2020-05-28,23:59:00,2.00,25.00,12.50
3,0610,40,11010392,מגוון קרקרים ולחמיות 150/250 גרם אסם,2020-05-04,00:00:00,2020-05-28,23:59:00,3.00,20.00,6.67
4,0610,40,11010424,מארז חטיפי דגנים נסטלה  140/150 גרם,2020-05-04,00:00:00,2020-05-28,23:59:00,2.00,20.00,10.00
5,0610,40,11010426,קפה לנדוור 100 גרם,2020-05-04,00:00:00,2020-05-28,23:59:00,2.00,12.90,6.45
6,0610,40,11010942,מגוון בורקס פילו מעדנות 600 גרם,2020-05-04,00:00:00,2020-05-31,23:59:00,2.00,32.00,16.00
7,0610,40,11010945,בצק פילו/פילאס/עלים/ריבועי בצק מעדנות,2020-05-04,00:00:00,2020-05-31,23:59:00,2.00,32.00,16.00
8,0610,40,11010948,בצק למאפים מתוק/מלוח/עלים מ.שומן מעדנות,2020-05-04,00:00:00,2020-05-31,23:59:00,2.00,40.00,20.00
9,0610,40,11010954,פירות/סמודיז קפואים 300 גרם סנפרוסט,2020-05-04,00:00:00,2020-05-31,23:59:00,2.00,20.00,10.00
10,0610,40,11010956,מיני ברוקולי/כרובית סנפרוסט  600- גר,2020-05-04,00:00:00,2020-05-31,23:59:00,2.00,20.00,10.00
11,0610,40,11010958,ברוקולי/תרד/כרובית/כרוב/ארטישוק סנפרוסטט,2020-05-04,00:00:00,2020-05-31,23:59:00,2.00,35.00,17.50
12,0610,40,11010961,אפונה/תירס גרעינים סנפרוסט  800- גר,2020-05-04,00:00:00,2020-05-31,23:59:00,2.00,28.00,14.00
13,0610,40,11010963,מבחר לקטים  סנפרוסט 600/800 גר,2020-05-04,00:00:00,2020-05-31,23:59:00,2.00,36.00,18.00
14,0610,40,11010972,בורקס גבינה מעדנות  800- גר,2020-05-04,00:00:00,2020-05-31,23:59:00,2.00,35.00,17.50
15,0610,40,11011089,ספריי גוף אקס לבן 150 מ ל,2020-05-04,00:00:00,2020-05-10,23:59:00,2.00,22.00,11.00
