,StoreId,Promotions Count,PromotionId,PromotionDescription,PromotionStartDate,PromotionStartHour,PromotionEndDate,PromotionEndHour,MinQty,DiscountedPrice,DiscountedPricePerMida
0,0213,25,124252,נייר טואלט לילי דיילי,2019-02-01,00:00:00,2020-05-30,23:59:00,1.00,24.90,24.90
1,0213,25,11010392,מגוון קרקרים ולחמיות 150/250 גרם אסם,2020-05-04,00:00:00,2020-05-28,23:59:00,3.00,20.00,6.67
2,0213,25,11010424,מארז חטיפי דגנים נסטלה  140/150 גרם,2020-05-04,00:00:00,2020-05-28,23:59:00,2.00,20.00,10.00
3,0213,25,11011089,ספריי גוף אקס לבן 150 מ ל,2020-05-04,00:00:00,2020-05-10,23:59:00,2.00,22.00,11.00
4,0213,25,11011091,מגבת גוף גקארד 130*70,2020-05-04,00:00:00,2020-05-10,23:59:00,6.00,100.00,16.67
5,0213,25,11011093,טבליות פיניש  50  יחAIO,2020-05-04,00:00:00,2020-05-10,23:59:00,1.00,29.90,29.90
6,0213,25,11011244,טורטייה אבאל 360 גרם,2020-05-04,00:00:00,2020-05-28,23:59:00,2.00,15.00,7.50
7,0213,25,11011248,קרואסון אישי 60 גרם אבאל,2020-05-04,00:00:00,2020-05-28,23:59:00,3.00,10.00,3.33
8,0213,25,11011259,לבבות דקל שלמים 400 גרם,2020-05-04,00:00:00,2020-05-28,23:59:00,2.00,16.00,8.00
9,0213,25,11011260,לבבות דקל פרוסים במי מלח 400 גרםVELA,2020-05-04,00:00:00,2020-05-28,23:59:00,2.00,11.00,5.50
10,0213,25,11011262,גליליות וופל 100 גרם אבאל,2020-05-04,00:00:00,2020-05-28,23:59:00,3.00,10.00,3.33
11,0213,25,11011266,משקה אנרגיה 250 מ ל,2020-05-04,00:00:00,2020-05-28,23:59:00,3.00,10.00,3.03
12,0213,25,11011322,רבע לשבע/עד חצות בטעמים 120-200 גרם עלית,2020-05-04,00:00:00,2020-05-10,23:59:00,3.00,28.00,9.33
13,0213,25,11011323,מגוון ביסלי/במבה/אפרופו 40-80 ג אסם,2020-05-04,00:00:00,2020-05-10,23:59:00,6.00,18.00,3.00
14,0213,25,11011493,פילה מדומה/כתף/צלי כתף בקר טרי פולני,2020-05-04,00:00:00,2020-05-10,23:59:00,0.01,49.90,0.50
15,0213,25,11011693,מגבת גוף ענק חלק,2020-05-04,00:00:00,2020-05-28,23:59:00,3.00,110.00,36.67
16,0213,25,11011697,מגבת גוף,2020-05-04,00:00:00,2020-05-28,23:59:00,4.00,100.00,25.00
17,0213,25,11011698,מגבת גוף 4 ב 100 ש ח,2020-05-04,00:00:00,2020-05-28,23:59:00,4.00,100.00,25.00
18,0213,25,11011701,מגבת פנים גקרד 50*90,2020-05-04,00:00:00,2020-05-28,23:59:00,4.00,50.00,12.50
19,0213,25,11011705,כרית ויסקו,2020-05-04,00:00:00,2020-05-28,23:59:00,2.00,100.00,50.00
20,0213,25,11011710,מגבת גוף גקרד 70*130,2020-05-04,00:00:00,2020-05-28,23:59:00,5.00,100.00,20.00
21,0213,25,11011724,נביעות פרי 1.5 ליטר,2020-05-04,00:00:00,2020-05-30,23:59:00,2.00,13.90,6.95
22,0213,25,11011728,פטריות הולנדיות משבחות 400 גרם הכל יבוא,2020-05-04,00:00:00,2020-05-28,23:59:00,3.00,12.00,4.00
23,0213,25,11000540,קנה ב75 קבל עיתון ידיעות אחרונות ב-1 ש ח,2020-04-30,00:00:00,2020-05-27,23:59:00,7500.00,Nan,Nan
24,0213,25,11010536,קונים ב 149.90 מקבלים מתנה מבית מגנוס,2020-05-04,00:00:00,2020-05-30,23:59:00,0.00,Nan,Nan
