,ItemName,ManufactureName,UnitQty,Quantity,QtyInPackage,ItemPrice,UnitOfMeasurePrice
0,משלוח מוסדות,ב משלוחים/תווים,"י""ח",,1,23,23
1,ב  39 תו קניה,ב משלוחים/תווים,"י""ח",,1,10,10
2,עוף טחון טרי  {קצביה]**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,39.90,39.90
3,דג פילה מושט טרי כ-100גר,ח.י. מעדני גורמה בעמ,"י""ח",,1,14.90,14.90
4,גינגר תפזורת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,39.90,39.90
5,אבוקדו.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,14.90,14.90
6,אבטיח,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
7,אפרסק מובחר,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
8,אגסים,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
9,אננס.,ביכורי הנגב מ.ד בעמ,"י""ח",,1,39.90,39.90
10,אשכולית אדומה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
11,אשכולית,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
12,בננה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
13,לימון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
14,פמלה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
15,מלון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
16,נקטרינה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,29.90,29.90
17,קלמנטינה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
18,קיווי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
19,תפוז תבורי.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
20,תפוח סמיט ירוק,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,10.90,10.90
21,תפוח חרמון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,10.90,10.90
22,תפוז ברשת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
23,תפוח זהוב.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
24,ארטישוק,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
25,בצל יבש,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
26,בצל אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
27,בטטה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,8.90,8.90
28,גזר ארוז,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
29,דלורית,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
30,חציל,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
31,ירק בתפזורת,ביכורי הנגב מ.ד בעמ,"י""ח",,1,3.90,3.90
32,כרוב לבן,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
33,כרוב אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
34,לוף ירק,ביכורי הנגב מ.ד בעמ,"י""ח",,1,7.90,7.90
35,מלפפון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
36,סלק עלים,ביכורי הנגב מ.ד בעמ,"י""ח",,1,5.90,5.90
37,סלק אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
38,עגבניה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
39,עגבניה שרי תפזורת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
40,פלפל חריף,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,11.90,11.90
41,פלפל חריף אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
42,פלפל כהה.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
43,פלפל צהוב,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
44,גמבה אדומה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
45,פלפל בהיר,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
46,צנון שחור,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
47,קישואים.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
48,קולורבי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
49,שום ארוז.,ביכורי הנגב מ.ד בעמ,"י""ח",,1,8.90,8.90
50,שומר,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
51,שום טרי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,11.90,11.90
52,תירס קלחים טרי ארוז,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,8.90,8.90
53,תפוח אדמה אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
54,תפוח אדמה לבן ארוז.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
55,ענבים,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,39.90,39.90
56,פלפל כתום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
57,ענבי טלי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,39.90,39.90
58,תפוח פינק יבוא,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
59,שסק שקיל,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,29.90,29.90
60,תבנית מלבנית R64L בודדת,פאלאס תעשיות נטו (2014) בעמ,"י""ח",,1,2,2
61,צלי כתף  טרי/מצונן**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,94.90,94.90
62,פילה מדומה   טרי/מצונן**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,79.90,79.90
63,שריר  טרי/מצונן**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,79.90,79.90
64,צוואר טרי /מצונן  חלק**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,59.90,59.90
65,תבנית אינגליש בודדת R88,פאלאס תעשיות נטו (2014) בעמ,"י""ח",,1,1,1
66,תבנית  ענק בודד,פאלאס תעשיות נטו (2014) בעמ,"י""ח",,1,2.30,2.30
67,קוקטייל עוף טרי מקוצב,ח.י. מעדני גורמה בעמ,"ק""ג",,1,42.90,42.90
68,כתף כבש טרי  חלק**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,110,110
69,נוגט חלבי חלב נוכרי,השחר העולה תעשית ממתקים,"ק""ג",,1,49.90,49.90
70,שקית שרות קופה גופיה,שונות /שרות,"י""ח",,1,0.10,0.10
71,יין קלאסיק ברקן אמרלד ריזלינג,טמפו משקאות בעמ,"י""ח",,1,29.90,3.95
72,קלאסיק ברקן פטיט סירה,טמפו משקאות בעמ,"י""ח",,1,29.90,3.95
73,רזרב  קברנה סובניון ברקן,טמפו משקאות בעמ,"י""ח",,1,47.90,6.35
74,יין   אסמבלאז`צפית 2012,טמפו משקאות בעמ,"י""ח",,1,59.90,7.95
75,וודקה קגלביץ קלאסיקה 700.,טמפו משקאות בעמ,"י""ח",,1,60.20,8.56
76,תרכיז עגבניות 28% פרי זה,זנלכל בעמ,"י""ח",,1,6.50,2.50
77,עוגיות הדר תירוש 175ג,רזיט שיווק בעמ,,,1,5.90,3.37
78,יופלה תות 3%,תנובה בעמ ***,"י""ח",,1,4.80,3.20
79,קממבר 125   ג`תנובה,תנובה בעמ ***,"י""ח",,1,17.90,14.32
80,עצמות בקר למרק  טרי**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,19.90,19.90
81,חלב טרי דל לקטוז 1 ליטר,תנובה בעמ ***,"י""ח",,1,6.80,6.80
82,סטייק פרגיות  עוף טרי**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,69.90,69.90
83,כתף בקר טרי /מצונן חלק.,ח.י. מעדני גורמה בעמ,"ק""ג",,1,79.90,79.90
84,עצמות מח/ברך   טרי**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,34.90,34.90
85,אסאדו עם עצם טרי**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,64.90,64.90
86,כנפית עוף **,ח.י. מעדני גורמה בעמ,"ק""ג",,1,19.90,19.90
87,אנטריקוט טרי/מצונן**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,148.80,148.80
88,סטייק אנטריקוט מעובד מופשר**.,ח.י. מעדני גורמה בעמ,"ק""ג",,1,99,99
89,שומן כבש  טרי**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,105.90,105.90
90,שוקית כנף עוף **,ח.י. מעדני גורמה בעמ,"ק""ג",,1,19.90,19.90
91,חזה בקר   טרי***עם עצם,ח.י. מעדני גורמה בעמ,"ק""ג",,1,59.90,59.90
92,גילה 125,תנובה בעמ ***,"י""ח",,1,0.90,0.72
93,אונטריף טרי/מצונן**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,84.90,84.90
94,~קוט ג  }5%  בדץ  תנובה{,תנובה בעמ ***,"י""ח",,1,5.60,2.04
95,פרגית עוף לתנור עם עצם טרי**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,44.90,44.90
96,קוט ג 9% בדץ 250 תנובה,תנובה בעמ ***,"י""ח",,1,5.60,2.24
97,חלב שקית   מהדרין 3%  תנובה*,תנובה בעמ ***,"י""ח",,1,5.17,5.17
98,בשר טחון טרי מנתח מובחר,ח.י. מעדני גורמה בעמ,"ק""ג",,1,59.90,59.90
99,שריר  טרי/מצונן**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,69.90,69.90
100,חלב 1 ל  3%  שקית}יטבתה{,שטראוס גרופ ***בעמ,"י""ח",,1,5.90,5.90
101,חלב  קרטון דל שומן 1  ל תנובה 1%,תנובה בעמ ***,"י""ח",,1,5.59,5.59
102,חלב בקרטון +3%פקק}תנובה   1 ל`*,תנובה בעמ ***,"י""ח",,1,5.94,5.94
103,שוקו יטבתה 250,שטראוס גרופ ***בעמ,"י""ח",,1,2.50,1.11
104,חמאה 200גרם תנובה  רגיל*,תנובה בעמ ***,"י""ח",,1,7.88,3.94
105,"שמנת עמידה  38% להקצפה 250  מ""ל*",תנובה בעמ ***,"י""ח",,1,6.18,2.47
106,ריויון 1 ליטר קרטון 1.5% שומן,תנובה בעמ ***,"י""ח",,1,11.90,11.50
107,יוגורט  בכד 1.5 ליטר 4.5%,תנובה בעמ ***,"י""ח",,1,15.90,10.60
108,"רוויון 500 מ""ל 1.5% שומן",תנובה בעמ ***,"י""ח",,1,6.40,1.24
109,".פרילי  תות 500 מ""ל.",תנובה בעמ ***,"י""ח",,1,9.90,1.98
110,"פרילי 500 מ""ל אננס.",תנובה בעמ ***,"י""ח",,1,9.90,1.98
111,באדי תות אננס,תנובה בעמ ***,"י""ח",,1,8.90,1.78
112,נעמה גבינה משולשת  200ג,תנובה בעמ ***,"י""ח",,1,13.90,6.95
113,חורש  גבינה}משולשת{,תנובה בעמ ***,"י""ח",,1,16.90,7.04
114,פרומעז,תנובה בעמ ***,"י""ח",,1,24.90,24.90
115,"גלבוע   שקילה}גבנ""צ{*",תנובה בעמ ***,"ק""ג",,1,40.59,4.06
