,ChainID,StoreID,ItemCode,PromotionID,PromotionDescription,PromotionDescription2,PromotionStartDate,PromotionStartHour,PromotionEndDate,PromotionEndHour,MinPurchaseAmount,DiscountedPrice,DiscountedPricePerMida
0,72906,011,7290017687117,100118,"*צלחות 2ב30ש 1ק""ג עבות במיוחד קבוע :","צלחות 1 ק""ג עבות במיוחד",2020/01/18,06:00:00,2023/01/01,23:59:59,0,30,0.23
1,72906,011,4770237049290,100700,גלידה 3ב10.90 בודדים,,2019/12/04,06:00:00,2023/01/01,06:00:00,0,10.90,6.26
2,72906,011,4770237049443,100700,גלידה 3ב10.90 בודדים,,2019/12/04,06:00:00,2023/01/01,06:00:00,0,10.90,5.19
3,72906,011,4770237049450,100700,גלידה 3ב10.90 בודדים,,2019/12/04,06:00:00,2023/01/01,06:00:00,0,10.90,5.19
4,72906,011,4770237050432,100700,גלידה 3ב10.90 בודדים,,2019/12/04,06:00:00,2023/01/01,06:00:00,0,10.90,5.19
5,72906,011,4770237052092,100700,גלידה 3ב10.90 בודדים,,2019/12/04,06:00:00,2023/01/01,06:00:00,0,10.90,4.27
6,72906,011,4810168038267,100700,גלידה 3ב10.90 בודדים,,2019/12/04,06:00:00,2023/01/01,06:00:00,0,10.90,5.59
7,72906,011,4810168045432,100700,גלידה 3ב10.90 בודדים,,2019/12/04,06:00:00,2023/01/01,06:00:00,0,10.90,5.59
8,72906,011,4820015165213,100700,גלידה 3ב10.90 בודדים,,2019/12/04,06:00:00,2023/01/01,06:00:00,0,10.90,4.04
9,72906,011,4820154725576,100700,גלידה 3ב10.90 בודדים,,2019/12/04,06:00:00,2023/01/01,06:00:00,0,10.90,4.04
10,72906,011,4820154727938,100700,גלידה 3ב10.90 בודדים,,2019/12/04,06:00:00,2023/01/01,06:00:00,0,10.90,4.27
11,72906,011,4823077617041,100721,חטיפי שוקולד 5ב10 באטונציק קרמל/רום,,2019/12/02,06:00:00,2023/01/01,06:00:00,0,10,5
