,ItemName,ManufactureName,UnitQty,Quantity,QtyInPackage,ItemPrice,UnitOfMeasurePrice
0,משלוח,ב משלוחים/תווים,"י""ח",,1,29.90,29.90
1,"עמלת החזרת צ ק 14ש""ח",ב משלוחים/תווים,"י""ח",,1,14,14
2,שתיה קרה בקבוק גדול 1.5 ל`,חברה המרכזית להפצת משקאות בעמ,"י""ח",,1,8.90,8.90
3,"עמלת צ`קים חוזרים 56 ש""ח",שונות /שרות,"י""ח",,1,56,56
4,ב  39 תו קניה,ב משלוחים/תווים,"י""ח",,1,10,10
5,עוף טחון טרי  {קצביה]**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,39.90,39.90
6,גינגר תפזורת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,39.90,39.90
7,פטריות תפזורת שקיל,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,39.90,39.90
8,אבוקדו.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,14.90,14.90
9,אבטיח,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
10,אפרסק מובחר,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
11,קסביה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,14.90,14.90
12,אגסים,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,11.90,11.90
13,אפרסמון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,12.90,12.90
14,אננס.,ביכורי הנגב מ.ד בעמ,"י""ח",,1,39.90,39.90
15,אשכולית אדומה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
16,אשכולית,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
17,בננה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
18,לימון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
19,פמלה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
20,מלון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
21,נקטרינה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,29.90,29.90
22,קלמנטינה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
23,קיווי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
24,שסק שקיל.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,26.90,26.90
25,שזיף אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,13.90,13.90
26,גזר בתפזורת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
27,תפוז תבורי.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
28,תפוח אנה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,8.90,8.90
29,תפוח יונתן,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
30,תפוח סמיט ירוק,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,10.90,10.90
31,תפוח חרמון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,10.90,10.90
32,תפוז ברשת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
33,תפוח גלה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,13.90,13.90
34,תפוח זהוב.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
35,תות שדה מגש,ביכורי הנגב מ.ד בעמ,"י""ח",,1,14.90,14.90
36,תפוח זהוב ברשת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
37,ארטישוק,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
38,בצל יבש,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
39,בצל אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
40,בצל לבן,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
41,בצל ירוק,ביכורי הנגב מ.ד בעמ,"י""ח",,1,5.90,5.90
42,ברוקולי יחידה,ביכורי הנגב מ.ד בעמ,"י""ח",,1,12.90,12.90
43,בטטה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
44,גזר ארוז,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
45,דלעת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,13.90,13.90
46,דלורית,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
47,חסה ערבית,ביכורי הנגב מ.ד בעמ,"י""ח",,1,4.90,4.90
48,חציל,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
49,תפוח גרנד,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,11.90,11.90
50,ירק בתפזורת,ביכורי הנגב מ.ד בעמ,"י""ח",,1,3.90,3.90
51,כרוב לבן,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
52,כרוב אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
53,לוף ירק,ביכורי הנגב מ.ד בעמ,"י""ח",,1,7.90,7.90
54,חסה אמריקאית,ביכורי הנגב מ.ד בעמ,"י""ח",,1,6.90,6.90
55,מלפפון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
56,סלרי,ביכורי הנגב מ.ד בעמ,"י""ח",,1,5.90,5.90
57,סלק אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
58,עגבניה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
59,עגבניה שרי תפזורת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
60,פלפל חריף,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
61,פלפל כהה.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
62,פלפל צהוב,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
63,גמבה אדומה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
64,פלפל בהיר,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
65,צנון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
66,קישואים.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
67,קולורבי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
68,שום ארוז.,ביכורי הנגב מ.ד בעמ,"י""ח",,1,7.90,7.90
69,שומר,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
70,שום טרי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,11.90,11.90
71,תירס קלחים טרי ארוז,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,8.90,8.90
72,תפוח אדמה אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
73,תפוח אדמה לבן ארוז.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
74,שושקה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,11.90,11.90
75,ענבים,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,39.90,39.90
76,חציל בלאדי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
77,פלפל כתום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
78,תפוח פינק ישראלי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
79,עגבניה שרי תמר,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,16.90,16.90
80,ענבי טלי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,39.90,39.90
81,פלפל שושקה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,11.90,11.90
82,תפוח פינק יבוא,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
83,אגס  תפוח(נאשי),ביכורי הנגב מ.ד בעמ,"ק""ג",,1,16.90,16.90
84,עגבניה איתן ליקופן,ביכורי הנגב מ.ד בעמ,"י""ח",,1,12.90,12.90
85,שסק שקיל,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,29.90,29.90
86,חסה,ביכורי הנגב מ.ד בעמ,"י""ח",,1,6.90,6.90
87,חצי בגאט קל,לפ מאפיית שפע נעמן,"י""ח",,1,2.20,2.20
88,גרב שלישייה,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,15,15
89,גרבי בובה גברים/נשים,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,22.90,22.90
90,סלרי אמריקאי,ביכורי הנגב מ.ד בעמ,"י""ח",,1,5.90,5.90
91,כוסברה,ביכורי הנגב מ.ד בעמ,"י""ח",,1,5.90,5.90
92,חגורה,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,19.90,19.90
93,בוקסר לגבר,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,12.90,12.90
94,גוזיה מרופדת,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,25.90,25.90
95,גרב אלגנט לגבר,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,15.90,15.90
96,חגורה לגבר אומטומט,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,19.90,19.90
97,עקביות לנשים מותג,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,15.90,15.90
98,תחתון קלאסי לנשים,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,15.90,15.90
99,חולצה דיאדורה,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,21.90,21.90
100,"אריסה 1 ק""ג",עוזי טעמים של בית,"י""ח",,1,29.90,29.90
101,תבנית מלבנית R64L בודדת,פאלאס תעשיות נטו (2014) בעמ,"י""ח",,1,2,2
102,צלי כתף  טרי/מצונן**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,94.90,94.90
103,שריר  טרי/מצונן**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,79.90,79.90
