,ItemName,ManufactureName,UnitQty,Quantity,QtyInPackage,ItemPrice,UnitOfMeasurePrice
0,משלוח,ב משלוחים/תווים,"י""ח",,1,29.91,29.91
1,"עמלת החזרת צ ק 14ש""ח",ב משלוחים/תווים,"י""ח",,1,14,14
2,משלוח מוסדות,ב משלוחים/תווים,"י""ח",,1,23,23
3,"עמלת החזרת צ ק 28ש""ח",שונות /שרות,"י""ח",,1,28,28
4,תוספת למשלוח בקלקר,שונות /שרות,"י""ח",,1,10,10
5,משלוח פנסיונר,ב משלוחים/תווים,"י""ח",,1,25.90,25.90
6,כרטיס מועדון,שונות /שרות,"י""ח",,1,30,30
7,שתיה קרה בקבוק חצי ליטר 500,חברה המרכזית להפצת משקאות בעמ,"י""ח",,1,6,6
8,שתיה קרה בקבוק גדול 1.5 ל`,חברה המרכזית להפצת משקאות בעמ,"י""ח",,1,8.90,8.90
9,תרומה לנזקקים בית מוריה,שונות /שרות,"י""ח",,1,3,3
10,משלוח לשדה בוקר,שונות /שרות,"י""ח",,1,150,150
11,תרומה לנזקקים,שונות /שרות,"י""ח",,1,2,2
12,תרומה חבד,שונות /שרות,"י""ח",,1,5,5
13,מבצע התרמה משפחות נזקקות.,שונות /שרות,"י""ח",,1,5,5
14,לילות סדר ישראלים,שונות /שרות,"י""ח",,1,10,10
15,"עמלת החזרת צ ק 42 ש""ח",שונות /שרות,"י""ח",,1,42,42
16,מונית מקרית גת לקרית מלאכי,שונות /שרות,"י""ח",,1,80,80
17,תרומה למשפחות נזקקות,שונות /שרות,"י""ח",,1,5,5
18,"עמלת צ`קים חוזרים 56 ש""ח",שונות /שרות,"י""ח",,1,56,56
19,"עמלת החזרת צ ק 70ש""ח",שונות /שרות,"י""ח",,1,70,70
20,32,שונות /שרות,"י""ח",,1,84,84
21,"עמלת החזרת צ ק 98 ש""ח",שונות /שרות,"י""ח",,1,98,98
22,"עמלת החזרת צ ק 112 ש""ח",שונות /שרות,"י""ח",,1,112,112
23,ב  39 תו קניה,ב משלוחים/תווים,"י""ח",,1,10,10
24,מיץ סחוט תפוזים,שונות /שרות,"י""ח",,1,10.60,10.60
25,עוף טחון טרי  {קצביה]**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,39.90,39.90
26,"כוס פלסטיק ח""פ בודד",לפנעימי אמ טי וי יבוא ושווקכלי,"י""ח",,1,0.10,0.10
27,"קמח 10 ב -19.99ש""ח",הטחנות הגדולות של אי בעמ,"י""ח",,1,19.90,19.90
28,מדבקות למקודד ציבעוני,שונות /שרות,"י""ח",,1,0.10,0.10
29,גינגר תפזורת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,39.90,39.90
30,בגטים 5 יחידות,לפ מאפיית שפע נעמן,"י""ח",,1,9,9
31,פטריות תפזורת שקיל,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,39.90,39.90
32,לחם כפרי שפע נעמן,לפ מאפיית שפע נעמן,"י""ח",,1,5.10,5.10
33,דג קרפיון חי טרי,ח.י. מעדני גורמה בעמ,"ק""ג",,1,32.90,32.90
34,אנונה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,24.90,24.90
35,אבוקדו.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,14.90,14.90
36,אבטיח,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
37,אפרסק מובחר,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
38,אגסים,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,11.90,11.90
39,אפרסמון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,12.90,12.90
40,"סוכר סוגת 4 ב -10ש""ח",סוגת תעשיות בעמ,"י""ח",,1,10.10,10.10
41,אננס.,ביכורי הנגב מ.ד בעמ,"י""ח",,1,39.90,39.90
42,אשכולית,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
43,בננה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
44,לימון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
45,פמלה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
46,מלון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
47,משמש,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,40,40
48,נקטרינה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
49,קלמנטינה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
50,קיווי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
51,רימונים,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
52,שסק שקיל.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,26.90,26.90
53,גזר בתפזורת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
54,תפוז תבורי.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
55,תפוח אנה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,8.90,8.90
56,תפוח סמיט ירוק,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,10.90,10.90
57,תפוח חרמון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,10.90,10.90
58,תפוח גלה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,11.90,11.90
59,תפוח זהוב.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
60,תות שדה מגש,ביכורי הנגב מ.ד בעמ,"י""ח",,1,14.90,14.90
61,לימון בלדי-קטן,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,13.90,13.90
62,ארטישוק,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
63,בצל יבש,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
64,בצל אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
65,בצל לבן,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
66,בצל ירוק,ביכורי הנגב מ.ד בעמ,"י""ח",,1,5.90,5.90
67,ברוקולי יחידה,ביכורי הנגב מ.ד בעמ,"י""ח",,1,12.90,12.90
68,בטטה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,8.90,8.90
69,גזר ארוז,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
70,דלעת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,13.90,13.90
71,דלורית,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
72,חסה ערבית,ביכורי הנגב מ.ד בעמ,"י""ח",,1,4.90,4.90
73,חציל,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
74,פול ירוק,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
75,ירק בתפזורת,ביכורי הנגב מ.ד בעמ,"י""ח",,1,3.90,3.90
76,כרוב לבן,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
77,כרוב אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
78,לוף ירק,ביכורי הנגב מ.ד בעמ,"י""ח",,1,7.90,7.90
79,חמציץ,ביכורי הנגב מ.ד בעמ,"י""ח",,1,11.90,11.90
80,מלפפון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
81,קוקוס שלם,שושן פירות יבשים בעמ,"י""ח",,1,6.90,6.90
82,סלק אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
83,עגבניה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
84,עגבניה שרי תפזורת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
85,פלפל חריף,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,14.90,14.90
86,פלפל חריף אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
87,פלפל כהה.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
88,פלפל צהוב,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
89,גמבה אדומה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
90,פלפל בהיר,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
91,צנון שחור,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
92,צנונית עלים,ביכורי הנגב מ.ד בעמ,"י""ח",,1,5.90,5.90
93,קישואים.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,8.90,8.90
94,קולורבי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
95,שעועית צהובה,ביכורי הנגב מ.ד בעמ,"י""ח",,1,19.90,19.90
96,שום ארוז.,ביכורי הנגב מ.ד בעמ,"י""ח",,1,7.90,7.90
97,שומר,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
98,שום טרי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,11.90,11.90
99,תירס קלחים טרי ארוז,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,8.90,8.90
100,תפוח אדמה אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
101,תפוח אדמה לבן ארוז.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
102,ענבים מיקס,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,12.90,12.90
103,"תפו""א לאפיה",ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
104,שושקה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,11.90,11.90
105,חציל בלאדי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
106,פלפל כתום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
107,תפוח פינק ישראלי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
108,דלעת ערמונים,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
109,קישוא זוקיני,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
110,חצי אבטיח,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
111,ענבי טלי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,39.90,39.90
112,פלפל שושקה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,11.90,11.90
113,תפוח פינק יבוא,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
114,אגס  תפוח(נאשי),ביכורי הנגב מ.ד בעמ,"ק""ג",,1,16.90,16.90
115,זיתים מיוחדים,תאסת את אצלן בעמ,"ק""ג",,1,44.90,44.90
116,תרומה לכתיבת ספר תורה,שונות /שרות,"י""ח",,1,3,3
117,חצי בגט,זוהר כבתי שיווק מוצרי מאפה,"י""ח",,1,3,3
118,עגבניה איתן ליקופן,ביכורי הנגב מ.ד בעמ,"י""ח",,1,12.90,12.90
119,שסק שקיל,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,29.90,29.90
120,חסה,ביכורי הנגב מ.ד בעמ,"י""ח",,1,6.90,6.90
121,פטרוזיליה,ביכורי הנגב מ.ד בעמ,"י""ח",,1,3.90,3.90
122,המבורגר כפול,שונות /שרות,"י""ח",,1,8,8
123,גרבי בובה גברים/נשים,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,22.90,22.90
124,גרביים בנים/בנות,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,12.90,12.90
125,גרב ספורט דק לי קופר,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,19.90,19.90
126,מארז ספורט,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,21.90,21.90
127,כוסברה,ביכורי הנגב מ.ד בעמ,"י""ח",,1,5.90,5.90
128,חגורת אלגנט,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,39.90,39.90
129,חולצה דיאדורה,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,21.90,21.90
130,"אריסה 1 ק""ג",עוזי טעמים של בית,"י""ח",,1,29.90,29.90
131,תבנית מלבנית R64L בודדת,פאלאס תעשיות נטו (2014) בעמ,"י""ח",,1,2,2
132,תבנית אינגליש בודדת R88,פאלאס תעשיות נטו (2014) בעמ,"י""ח",,1,1,1
