,ItemName,ManufactureName,UnitQty,Quantity,QtyInPackage,ItemPrice,UnitOfMeasurePrice
0,משלוח,ב משלוחים/תווים,"י""ח",,1,29.90,29.90
1,"עמלת החזרת צ ק 14ש""ח",ב משלוחים/תווים,"י""ח",,1,14,14
2,שתיה קרה בקבוק חצי ליטר 500,חברה המרכזית להפצת משקאות בעמ,"י""ח",,1,6,6
3,ב  39 תו קניה,ב משלוחים/תווים,"י""ח",,1,10,10
4,עוף טחון טרי  {קצביה]**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,39.90,39.90
5,דג בורי L טרי,ח.י. מעדני גורמה בעמ,"ק""ג",,1,44.90,44.90
6,דג דניס S טרי,ח.י. מעדני גורמה בעמ,"ק""ג",,1,59.90,59.90
7,דג קרפיון מצונן טרי,ח.י. מעדני גורמה בעמ,"ק""ג",,1,29.90,29.90
8,דג אמנון L טרי,ח.י. מעדני גורמה בעמ,"ק""ג",,1,33.90,33.90
9,דג בס טרי שקיל,ח.י. מעדני גורמה בעמ,"ק""ג",,1,49.90,49.90
10,חסה עגולה,ביכורי הנגב מ.ד בעמ,"י""ח",,1,6.90,6.90
11,גינגר תפזורת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,39.90,39.90
12,דובדבן אדום ארוז,ביכורי הנגב מ.ד בעמ,"י""ח",,1,19.90,19.90
13,דג פילה סלמון טרי,ח.י. מעדני גורמה בעמ,"ק""ג",,1,99.90,99.90
14,דג בס בריכות טרי,ח.י. מעדני גורמה בעמ,"ק""ג",,1,49.90,49.90
15,מעיל מבוגר,לפ אן לימיט בעמ,"י""ח",,1,49.90,49.90
16,פטריות תפזורת שקיל,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,39.90,39.90
17,אבוקדו.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,14.90,14.90
18,אבטיח,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
19,אפרסק מובחר,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
20,אגסים,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
21,אגס חום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,15.90,15.90
22,אפרסמון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,12.90,12.90
23,אננס.,ביכורי הנגב מ.ד בעמ,"י""ח",,1,39.90,39.90
24,חזרת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,39.90,39.90
25,בננה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
26,לימון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
27,פמלה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
28,מלון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
29,משמש,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,29.90,29.90
30,נקטרינה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,29.90,29.90
31,פמלית,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
32,קלמנטינה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
33,קיווי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
34,שסק שקיל.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,26.90,26.90
35,שזיף אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
36,תפוז תבורי.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
37,תפוח סמיט ירוק,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,10.90,10.90
38,תפוח חרמון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,10.90,10.90
39,תפוח גלה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,11.90,11.90
40,תפוח זהוב.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
41,תות שדה מגש,ביכורי הנגב מ.ד בעמ,"י""ח",,1,14.90,14.90
42,תפוח זהוב ברשת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
43,ארטישוק,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
44,בצל יבש,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
45,בצל אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
46,בצל לבן,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
47,בצל ירוק,ביכורי הנגב מ.ד בעמ,"י""ח",,1,5.90,5.90
48,בטטה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,10.90,10.90
49,10 לחמניות,ב בית מאפה קונדטוריה לדוגמא,"י""ח",,1,14.90,14.90
50,גזר ארוז,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
51,דלעת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,13.90,13.90
52,דלורית,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
53,חסה ערבית,ביכורי הנגב מ.ד בעמ,"י""ח",,1,4.90,4.90
54,חציל,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
55,ירק בתפזורת,ביכורי הנגב מ.ד בעמ,"י""ח",,1,3.90,3.90
56,כרוב לבן,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,2.90,2.90
57,כרוב אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
58,לוף ירק,ביכורי הנגב מ.ד בעמ,"י""ח",,1,7.90,7.90
59,חמציץ,ביכורי הנגב מ.ד בעמ,"י""ח",,1,11.90,11.90
60,מלפפון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
61,סלק עלים,ביכורי הנגב מ.ד בעמ,"י""ח",,1,5.90,5.90
62,סלק אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
63,עגבניה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
64,עגבניה שרי תפזורת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
65,פלפל חריף,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,11.90,11.90
66,פלפל כהה.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
67,פלפל צהוב,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,8.90,8.90
68,גמבה אדומה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
69,צנון שחור,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
70,זנגביל,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,29.90,29.90
71,קישואים.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
72,קולורבי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
73,שום ארוז.,ביכורי הנגב מ.ד בעמ,"י""ח",,1,7.90,7.90
74,שומר,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
75,שום טרי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,11.90,11.90
76,תירס בתפזורת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,8.90,8.90
77,תירס קלחים טרי ארוז,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,8.90,8.90
78,תפוח אדמה אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
79,תפוח אדמה לבן ארוז.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
80,"תפו""א לאפיה",ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
81,שושקה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,11.90,11.90
82,ענבים,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,39.90,39.90
83,חציל בלאדי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
84,פלפל כתום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
85,תפוח פינק ישראלי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
86,דלעת ערמונים,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
87,"תפו""א בתפזורת",ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
88,ענבי טלי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,39.90,39.90
89,דובדבן לבן ארוז,ביכורי הנגב מ.ד בעמ,"י""ח",,1,19.90,19.90
90,תפוח פינק יבוא,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
91,אגס  תפוח(נאשי),ביכורי הנגב מ.ד בעמ,"ק""ג",,1,16.90,16.90
92,שסק שקיל,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,29.90,29.90
93,חציל ננסי,ביכורי הנגב מ.ד בעמ,"י""ח",,1,9.90,9.90
94,גרבי בובה גברים/נשים,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,22.90,22.90
95,גרביים בנים/בנות,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,12.90,12.90
96,גרב ספורט דק לי קופר,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,19.90,19.90
97,כוסברה,ביכורי הנגב מ.ד בעמ,"י""ח",,1,5.90,5.90
98,בוקסר לגבר,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,18.90,18.90
99,-Tשרט מידות גדולות,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,25,25
100,תחתון מידות גדולות *4,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,39.90,39.90
101,בוקסר לגבר,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,12.90,12.90
102,גוזיה מרופדת,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,25.90,25.90
103,גרב עקב בנים/בנות,ליאור יבוא ושיווק מוצרי הלבשה,"י""ח",,1,16.90,16.90
