,ItemName,ManufactureName,UnitQty,Quantity,QtyInPackage,ItemPrice,UnitOfMeasurePrice
0,+,לפ קואופ ישראל רשת סופרמר,"י""ח",,1,5,2.50
1,משלוח,ב משלוחים/תווים,"י""ח",,1,29.90,29.90
2,"עמלת החזרת צ ק 14ש""ח",ב משלוחים/תווים,"י""ח",,1,14,14
3,משלוח מוסדות,ב משלוחים/תווים,"י""ח",,1,23,23
4,"עמלת החזרת צ ק 28ש""ח",שונות /שרות,"י""ח",,1,28,28
5,תוספת למשלוח בקלקר,שונות /שרות,"י""ח",,1,10,10
6,משלוח פנסיונר,ב משלוחים/תווים,"י""ח",,1,25.90,25.90
7,כרטיס מועדון,שונות /שרות,"י""ח",,1,30,30
8,שתיה קרה בקבוק חצי ליטר 500,חברה המרכזית להפצת משקאות בעמ,"י""ח",,1,6,6
9,שתיה קרה בקבוק גדול 1.5 ל`,חברה המרכזית להפצת משקאות בעמ,"י""ח",,1,8.90,8.90
10,תרומה לנזקקים בית מוריה,שונות /שרות,"י""ח",,1,3,3
11,לילות סדר ישראלים,שונות /שרות,"י""ח",,1,10,10
12,"עמלת צ`קים חוזרים 56 ש""ח",שונות /שרות,"י""ח",,1,56,56
13,32,שונות /שרות,"י""ח",,1,84,84
14,ב  39 תו קניה,ב משלוחים/תווים,"י""ח",,1,10,10
15,מיץ סחוט תפוזים,שונות /שרות,"י""ח",,1,10.60,10.60
16,פלפל יבש חריף/מתוק,שלי מוצרי מזון ותבלינים***,"י""ח",,1,10.90,10.90
17,עוף טחון טרי  {קצביה]**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,39.90,39.90
18,דג בורי L טרי,ח.י. מעדני גורמה בעמ,"ק""ג",,1,44.90,44.90
19,דג דניס S טרי,ח.י. מעדני גורמה בעמ,"ק""ג",,1,59.90,59.90
20,דג קרפיון מצונן טרי,ח.י. מעדני גורמה בעמ,"ק""ג",,1,29.90,29.90
21,דג אמנון L טרי,ח.י. מעדני גורמה בעמ,"ק""ג",,1,33.90,33.90
22,דג בס טרי שקיל,ח.י. מעדני גורמה בעמ,"ק""ג",,1,49.90,49.90
23,דג ברמונדי טרי,ח.י. מעדני גורמה בעמ,"ק""ג",,1,59.90,59.90
24,דג פילה דניס טרי כ-80גר,ח.י. מעדני גורמה בעמ,"י""ח",,1,17.90,17.90
25,דג פילה לברק טרי,ח.י. מעדני גורמה בעמ,"ק""ג",,1,148.80,148.80
26,דג פילה מושט טרי כ-100גר,ח.י. מעדני גורמה בעמ,"י""ח",,1,14.90,14.90
27,חסה עגולה,ביכורי הנגב מ.ד בעמ,"י""ח",,1,6.90,6.90
28,גינגר תפזורת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,39.90,39.90
29,דובדבן אדום ארוז,ביכורי הנגב מ.ד בעמ,"י""ח",,1,19.90,19.90
30,בגט ארוך שפע נעמן,לפ מאפיית שפע נעמן,"י""ח",,1,4,4
31,דג סלמון שלם טרי.,ח.י. מעדני גורמה בעמ,"ק""ג",,1,79.90,79.90
32,דג פילה סלמון טרי,ח.י. מעדני גורמה בעמ,"ק""ג",,1,99.90,99.90
33,חצי בגאט,בר מאפים,"י""ח",,1,2.90,2.90
34,בייגלה רומני,בר מאפים,"י""ח",,1,2.50,2.50
35,פטריות תפזורת שקיל,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,39.90,39.90
36,אזיקון שחור,שונות /שרות,"י""ח",,1,0.10,0.10
37,חלה מיני,לפ מאפיית שפע נעמן,"י""ח",,1,3.90,3.90
38,פילה לברק כ80גר,ח.י. מעדני גורמה בעמ,"י""ח",,1,17.90,17.90
39,ביצים של קרפיון,ח.י. מעדני גורמה בעמ,"ק""ג",,1,48.80,48.80
40,אנונה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,24.90,24.90
41,אבוקדו.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,14.90,14.90
42,אבטיח,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
43,אפרסק מובחר,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
44,קסביה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,14.90,14.90
45,אגסים,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,10.90,10.90
46,אפרסמון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,12.90,12.90
47,אמנון מקוצב לפילה טרי,ח.י. מעדני גורמה בעמ,"ק""ג",,1,29.90,29.90
48,אשכולית,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
