,ItemName,ManufactureName,UnitQty,Quantity,QtyInPackage,ItemPrice,UnitOfMeasurePrice
0,משלוח,ב משלוחים/תווים,"י""ח",,1,21.90,21.90
1,משלוח מוסדות,ב משלוחים/תווים,"י""ח",,1,23,23
2,משלוח פנסיונר,ב משלוחים/תווים,"י""ח",,1,25.90,25.90
3,שתיה קרה בקבוק חצי ליטר 500,חברה המרכזית להפצת משקאות בעמ,"י""ח",,1,6,6
4,ב  39 תו קניה,ב משלוחים/תווים,"י""ח",,1,10,10
5,עוף טחון טרי  {קצביה]**,ח.י. מעדני גורמה בעמ,"ק""ג",,1,39.90,39.90
6,אבוקדו.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,14.90,14.90
7,אבטיח,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
8,אפרסק מובחר,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
9,אגסים,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
10,אפרסמון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,12.90,12.90
11,אשכולית אדומה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
12,אשכולית,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
13,בננה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
14,לימון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
15,פמלה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
16,מלון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
17,משמש,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,29.90,29.90
18,נקטרינה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,29.90,29.90
19,קלמנטינה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
20,קיווי,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,19.90,19.90
21,תפוז תבורי.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
22,תפוח יונתן,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,10.90,10.90
23,תפוח סמיט ירוק,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,10.90,10.90
24,תפוח חרמון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,10.90,10.90
25,תפוז ברשת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
26,תפוח זהוב.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
27,ארטישוק,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,7.90,7.90
28,בצל יבש,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
29,בצל אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
30,בטטה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,10.90,10.90
31,גזר ארוז,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
32,דלעת,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,13.90,13.90
33,דלורית,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
34,חציל,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,6.90,6.90
35,כרוב לבן,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,3.90,3.90
36,כרוב אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
37,לוף ירק,ביכורי הנגב מ.ד בעמ,"י""ח",,1,7.90,7.90
38,מלפפון,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,4.90,4.90
39,סלק עלים,ביכורי הנגב מ.ד בעמ,"י""ח",,1,6.90,6.90
40,סלק אדום,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
41,עגבניה,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,5.90,5.90
42,פלפל חריף,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,11.90,11.90
43,פלפל כהה.,ביכורי הנגב מ.ד בעמ,"ק""ג",,1,9.90,9.90
