,ChainID,StoreID,ItemCode,PromotionID,PromotionDescription,PromotionDescription2,PromotionStartDate,PromotionStartHour,PromotionEndDate,PromotionEndHour,MinPurchaseAmount,DiscountedPrice,DiscountedPricePerMida
0,72906,044,7290001670255,105775,2ב10 כוסות שתיה חמה הנמל,None,2019/09/01,06:00:00,2020/05/30,23:59:00,0,10,0
1,72906,044,6210661,108763,3ב10.90 באגט בונזור - מאפית,None,2019/10/27,06:00:00,2020/05/30,23:59:00,0,10.90,0
2,72906,044,7290104857041,108765,4ב10 כוסות שתיה קרה,None,2019/10/27,06:00:00,2020/05/30,23:59:00,0,10,0
3,72906,044,7290013083661,108769,2ב110 מטרנה אקסטרה קייר 700  מעל 100 מוגבל מימוש,None,2020/02/02,06:00:00,2020/05/30,23:59:00,100,110,7.86
4,72906,044,7290013083678,108769,2ב110 מטרנה אקסטרה קייר 700  מעל 100 מוגבל מימוש,None,2020/02/02,06:00:00,2020/05/30,23:59:00,100,110,7.86
5,72906,044,7290013083685,108769,2ב110 מטרנה אקסטרה קייר 700  מעל 100 מוגבל מימוש,None,2020/02/02,06:00:00,2020/05/30,23:59:00,100,110,7.86
6,72906,044,7290016277487,108771,3ב10 שיבולת שועל  350 גר,None,2019/10/27,06:00:00,2020/05/30,23:59:00,0,10,0.95
7,72906,044,7290015253055,108772,2ב20 פחם 2קג,None,2019/10/27,06:00:00,2020/05/30,23:59:00,0,20,0.50
8,72906,044,7290104855122,108773,2ב10 כוסות שתיה חמה פאלס,None,2019/12/01,06:00:00,2020/05/30,06:59:00,0,10,0.10
9,72906,044,7290104857416,108773,2ב10 כוסות שתיה חמה פאלס,None,2019/12/01,06:00:00,2020/05/30,06:59:00,0,10,0
10,72906,044,7290006775191,108774,10ב10 מאפינס אחווה,None,2020/03/01,06:00:00,2020/05/30,23:59:00,0,10,2
11,72906,044,7290006775405,108774,10ב10 מאפינס אחווה,None,2020/03/01,06:00:00,2020/05/30,23:59:00,0,10,2.22
12,72906,044,7290003107315,108777,4ב10 סולת דגן 1קג,None,2019/10/27,06:00:00,2020/05/30,23:00:00,0,10,10
13,72906,044,7290002077725,108779,2ב25 סלמון מצונן נטו,None,2019/10/27,06:00:00,2020/05/30,23:59:00,0,25,25
14,72906,044,7290016150117,108786,2ב10 סלק וואקום,None,2020/04/21,06:00:00,2020/05/30,23:00:00,0,10,0
15,72906,044,7290014785588,108805,3ב12 אטריות מוכנות - טעמי אסיה,None,2019/10/27,06:00:00,2020/05/30,23:59:00,0,12,2.22
16,72906,044,7290002007890,109981,2ב10 כוסות שתיה קרה הנמל,None,2019/10/31,06:00:00,2020/05/30,23:00:00,0,10,0.05
17,72906,044,1385159,110081,49.90קוביות לגולש טרי ארוז מעל 100 מוגבל,None,2020/02/27,06:00:00,2020/05/30,23:59:00,100,49.90,0
18,72906,044,5999884034469,110548,4ב10 משקה אנרגייה HELL,None,2020/04/23,06:00:00,2020/05/30,23:59:00,0,10,0
19,72906,044,7290010676590,110720,2ב15.90ירקות קפואים 600-800 גר',None,2019/11/12,06:00:00,2020/05/30,23:59:00,0,15.90,0.99
20,72906,044,7290010676637,110720,2ב15.90ירקות קפואים 600-800 גר',None,2019/11/12,06:00:00,2020/05/30,23:59:00,0,15.90,0.99
21,72906,044,7290017616179,110720,2ב15.90ירקות קפואים 600-800 גר',None,2019/11/12,06:00:00,2020/05/30,23:59:00,0,15.90,0.99
22,72906,044,7290003107346,113525,4ב10 קמח דגן 1 קג,None,2019/12/29,06:00:00,2020/05/30,23:59:00,0,10,10
23,72906,044,7290008975551,113527,44.90מטרנה חלבית/מהדרין מעל 100 מוגבל 2,None,2019/12/29,06:00:00,2020/05/30,23:59:00,100,44.90,6.41
24,72906,044,7290011447267,113527,44.90מטרנה חלבית/מהדרין מעל 100 מוגבל 2,None,2019/12/29,06:00:00,2020/05/30,23:59:00,100,44.90,6.41
25,72906,044,7290011447304,113527,44.90מטרנה חלבית/מהדרין מעל 100 מוגבל 2,None,2019/12/29,06:00:00,2020/05/30,23:59:00,100,44.90,6.41
26,72906,044,7290014910522,115434,2ב18תחתיות ארטישוק במי מלח 420 גר' לינה,None,2020/02/02,06:00:00,2020/05/30,23:59:00,0,18,2.14
27,72906,044,7290002008507,116456,2ב15.90נייר אפיה הנמל 50 יח',None,2020/03/01,06:00:00,2020/05/30,23:55:00,0,15.90,0
28,72906,044,835811001713,116461,14.90ניילון נצמד 150 מטר הנמל,None,2020/03/01,06:00:00,2020/05/30,23:59:00,0,14.90,0
29,72906,044,7290001670057,116463,2 ב10סכום 100 יח' לבן הנמל-כפות/כפיות/מזלגות/סכינים,None,2020/03/01,06:00:00,2020/05/30,23:59:00,0,10,0
30,72906,044,7290001670064,116463,2 ב10סכום 100 יח' לבן הנמל-כפות/כפיות/מזלגות/סכינים,None,2020/03/01,06:00:00,2020/05/30,23:59:00,0,10,0
31,72906,044,7290002007982,116463,2 ב10סכום 100 יח' לבן הנמל-כפות/כפיות/מזלגות/סכינים,None,2020/03/01,06:00:00,2020/05/30,23:59:00,0,10,0.05
32,72906,044,835811000433,116464,"2ב14.90 סכו""ם 50 יח' שקוף-סכינים/מזלגות/כפיות/כפות הנמל",None,2020/03/01,06:00:00,2020/05/30,23:59:00,0,14.90,0
33,72906,044,835811008699,116464,"2ב14.90 סכו""ם 50 יח' שקוף-סכינים/מזלגות/כפיות/כפות הנמל",None,2020/03/01,06:00:00,2020/05/30,23:59:00,0,14.90,0
34,72906,044,835811009689,116470,7.90כוסות צבע מעורב 50 יח' הנמל,None,2020/03/01,06:00:00,2020/05/30,23:55:00,0,7.90,0
35,72906,044,835811008996,116471,8.90כוסות קרטון 50 10OZ יח`-הנמל,None,2020/03/01,06:00:00,2020/05/30,23:55:00,0,8.90,0
36,72906,044,835811005803,116487,2 ב20 שקיות אשפה עם ידית 25 יח - הנמל,None,2020/03/01,06:00:00,2020/05/30,23:55:00,0,20,0
37,72906,044,835811001652,116488,2 ב 8.90 כוסות לשתיה קרה 330 סמק' - הנמל,None,2020/03/01,06:00:00,2020/05/30,23:55:00,0,8.90,0
38,72906,044,7290003411696,116494,3ב10מרקיות לבן הנמל,None,2020/03/01,06:00:00,2020/05/30,23:55:00,0,10,0.13
39,72906,044,835811007357,116495,2ב5סלטינות אובלי 25 יח'-הנמל,None,2020/03/01,06:00:00,2020/05/30,23:55:00,0,5,0
40,72906,044,7290002007975,116498,2ב8צלחות קטן 50 יחידות-הנמל,None,2020/03/01,06:00:00,2020/05/30,23:55:00,0,8,0.08
41,72906,044,7290003144204,118865,2ב15עלי וופל/וופל,None,2020/04/16,06:00:00,2020/05/30,23:59:00,0,15,3.13
42,72906,044,7290111351433,118865,2ב15עלי וופל/וופל,None,2020/04/16,06:00:00,2020/05/30,23:59:00,0,15,15
43,72906,044,7290111351860,118865,2ב15עלי וופל/וופל,None,2020/04/16,06:00:00,2020/05/30,23:59:00,0,15,4.29
44,72906,044,7290111352317,118865,2ב15עלי וופל/וופל,None,2020/04/16,06:00:00,2020/05/30,23:59:00,0,15,5
45,72906,044,7290111352331,118865,2ב15עלי וופל/וופל,None,2020/04/16,06:00:00,2020/05/30,23:59:00,0,15,6.82
46,72906,044,7290111351112,118866,2ב10צ'וקטה ביסקוויט סנדביץ' בטעם שוקולד במילוי וניל 176 גר',None,2020/04/16,06:00:00,2020/05/30,23:59:00,0,10,2.84
47,72906,044,7290111351617,118867,2ב10צ'וקטה בייגלה 200 גר',None,2020/04/16,06:00:00,2020/05/30,23:59:00,0,10,2.50
48,72906,044,7290111351624,118867,2ב10צ'וקטה בייגלה 200 גר',None,2020/04/16,06:00:00,2020/05/30,23:59:00,0,10,2.50
49,72906,044,7290111350399,118868,2ב10צ'וקטה ביסקוויט קרמל 200 גר',None,2020/04/16,06:00:00,2020/05/30,23:59:00,0,10,2.50
